CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
377,10440007202600377,202600377,2025-11-01,7,7,1,2,2,2,1,3,2025-11-01 23:26:58,2025-11-02 01:26:58,2025-11-02 02:26:58,13.990417505700075,78.00145962523291,Incident reported at Mangaluru hotspot.
378,10440013202600378,202600378,2026-01-28,13,13,1,1,1,1,1,5,2026-01-28 00:54:20,2026-01-28 02:54:20,2026-01-28 03:54:20,16.048811921478176,80.01576603864831,Incident reported at Belagavi hotspot.
379,10440007202600379,202600379,2025-09-09,7,7,1,1,1,1,1,3,2025-09-09 00:11:49,2025-09-09 02:11:49,2025-09-09 03:11:49,14.00425935943572,77.99132475707994,Incident reported at Mangaluru hotspot.
380,10440016202600380,202600380,2026-04-24,16,16,1,1,1,1,1,6,2026-04-24 13:16:31,2026-04-24 15:16:31,2026-04-24 16:16:31,16.968758254139452,80.98617793591517,Incident reported at Kalaburagi hotspot.
381,10440010202600381,202600381,2025-11-03,10,10,1,2,2,2,1,4,2025-11-03 11:29:36,2025-11-03 13:29:36,2025-11-03 14:29:36,15.025644315405557,79.0125408742145,Incident reported at Hubballi-Dharwad hotspot.
382,10440028202600382,202600382,2026-03-23,28,28,1,2,2,2,1,10,2026-03-23 21:28:37,2026-03-23 23:28:37,2026-03-24 00:28:37,21.025999053606103,84.97035582383502,Incident reported at Vijayapura hotspot.
383,10440013202600383,202600383,2026-06-26,13,13,1,1,1,1,1,5,2026-06-26 15:22:07,2026-06-26 17:22:07,2026-06-26 18:22:07,16.004921963908533,80.04276727608445,Incident reported at Belagavi hotspot.
384,10440016202600384,202600384,2025-07-06,16,16,1,1,1,1,1,6,2025-07-06 11:38:23,2025-07-06 13:38:23,2025-07-06 14:38:23,16.993811609507237,81.01982500291221,Incident reported at Kalaburagi hotspot.
385,10440001202600385,202600385,2025-10-16,1,1,1,2,2,2,1,1,2025-10-16 03:45:30,2025-10-16 05:45:30,2025-10-16 06:45:30,12.933742608336262,77.64191468158216,Incident reported at Bengaluru Urban hotspot.
386,10440022202600386,202600386,2026-02-02,22,22,1,1,1,1,1,8,2026-02-02 10:49:00,2026-02-02 12:49:00,2026-02-02 13:49:00,19.010887166708198,82.97392974623277,Incident reported at Shivamogga hotspot.
387,10440004202600387,202600387,2026-01-16,4,4,1,2,2,2,1,2,2026-01-16 13:43:05,2026-01-16 15:43:05,2026-01-16 16:43:05,12.965837816380523,77.00508390070027,Incident reported at Mysuru hotspot.
388,10440001202600388,202600388,2025-08-01,1,1,1,2,2,2,1,1,2025-08-01 22:05:08,2025-08-02 00:05:08,2025-08-02 01:05:08,12.976825140905374,77.55392092012815,Incident reported at Bengaluru Urban hotspot.
389,10440010202600389,202600389,2025-10-25,10,10,1,1,1,1,1,4,2025-10-25 01:21:59,2025-10-25 03:21:59,2025-10-25 04:21:59,15.049225713939522,79.04129298784842,Incident reported at Hubballi-Dharwad hotspot.
390,10440004202600390,202600390,2025-09-01,4,4,1,1,1,1,1,2,2025-09-01 22:38:09,2025-09-02 00:38:09,2025-09-02 01:38:09,12.996144789417878,76.96174661490896,Incident reported at Mysuru hotspot.
391,10440004202600391,202600391,2026-04-19,4,4,1,1,1,1,1,2,2026-04-19 05:10:29,2026-04-19 07:10:29,2026-04-19 08:10:29,13.03321431737689,76.99983755047072,Incident reported at Mysuru hotspot.
392,10440010202600392,202600392,2026-04-29,10,10,1,1,1,1,1,4,2026-04-29 08:57:17,2026-04-29 10:57:17,2026-04-29 11:57:17,15.021660332599179,79.00088720150696,Incident reported at Hubballi-Dharwad hotspot.
393,10440001202600393,202600393,2026-05-20,1,1,1,1,1,1,1,1,2026-05-20 05:32:44,2026-05-20 07:32:44,2026-05-20 08:32:44,12.948942489671328,77.62807239455766,Incident reported at Bengaluru Urban hotspot.
394,10440007202600394,202600394,2025-10-23,7,7,1,2,2,2,1,3,2025-10-23 16:44:07,2025-10-23 18:44:07,2025-10-23 19:44:07,14.048024463260338,77.97437309060751,Incident reported at Mangaluru hotspot.
395,10440013202600395,202600395,2025-08-13,13,13,1,2,2,2,1,5,2025-08-13 12:20:43,2025-08-13 14:20:43,2025-08-13 15:20:43,16.005126507688047,79.98835860132472,Incident reported at Belagavi hotspot.
396,10440016202600396,202600396,2026-05-05,16,16,1,1,1,1,1,6,2026-05-05 12:52:49,2026-05-05 14:52:49,2026-05-05 15:52:49,17.042186814993155,81.0008240891593,Incident reported at Kalaburagi hotspot.
397,10440025202600397,202600397,2025-08-03,25,25,1,1,1,1,1,9,2025-08-03 12:07:19,2025-08-03 14:07:19,2025-08-03 15:07:19,20.037932625514646,84.03640269344285,Incident reported at Tumakuru hotspot.
398,10440010202600398,202600398,2025-08-11,10,10,1,2,2,2,1,4,2025-08-11 02:55:37,2025-08-11 04:55:37,2025-08-11 05:55:37,14.977624740282204,79.02900061820031,Incident reported at Hubballi-Dharwad hotspot.
399,10440001202600399,202600399,2025-09-25,1,1,1,2,2,2,1,1,2025-09-25 06:33:36,2025-09-25 08:33:36,2025-09-25 09:33:36,12.963094242355135,77.63802483936826,Incident reported at Bengaluru Urban hotspot.
400,10440004202600400,202600400,2025-11-11,4,4,1,1,1,1,1,2,2025-11-11 16:30:32,2025-11-11 18:30:32,2025-11-11 19:30:32,13.000773767580966,77.03205494731856,Incident reported at Mysuru hotspot.
401,10440001202600401,202600401,2026-01-28,1,1,1,2,2,2,1,1,2026-01-28 12:49:54,2026-01-28 14:49:54,2026-01-28 15:49:54,12.949883898328283,77.57445558497717,Incident reported at Bengaluru Urban hotspot.
402,10440004202600402,202600402,2025-10-20,4,4,1,2,2,2,1,2,2025-10-20 08:10:14,2025-10-20 10:10:14,2025-10-20 11:10:14,13.008693772241417,77.04989023332294,Incident reported at Mysuru hotspot.
403,10440001202600403,202600403,2026-05-08,1,1,1,1,1,1,1,1,2026-05-08 00:14:01,2026-05-08 02:14:01,2026-05-08 03:14:01,12.970564034665571,77.55945954183828,Incident reported at Bengaluru Urban hotspot.
404,10440010202600404,202600404,2026-06-22,10,10,1,2,2,2,1,4,2026-06-22 14:04:39,2026-06-22 16:04:39,2026-06-22 17:04:39,15.003858057770387,78.9845123941693,Incident reported at Hubballi-Dharwad hotspot.
405,10440004202600405,202600405,2025-09-12,4,4,1,2,2,2,1,2,2025-09-12 03:28:46,2025-09-12 05:28:46,2025-09-12 06:28:46,13.005191741707081,77.00434300629587,Incident reported at Mysuru hotspot.
406,10440001202600406,202600406,2026-05-29,1,1,1,2,2,2,1,1,2026-05-29 11:04:58,2026-05-29 13:04:58,2026-05-29 14:04:58,12.967134461686651,77.5767777350229,Incident reported at Bengaluru Urban hotspot.
407,10440016202600407,202600407,2025-10-25,16,16,1,1,1,1,1,6,2025-10-25 13:30:39,2025-10-25 15:30:39,2025-10-25 16:30:39,16.96886523737071,81.01974984276205,Incident reported at Kalaburagi hotspot.
408,10440001202600408,202600408,2025-08-06,1,1,1,1,1,1,1,1,2025-08-06 11:44:29,2025-08-06 13:44:29,2025-08-06 14:44:29,12.97877976419849,77.5679562446058,Incident reported at Bengaluru Urban hotspot.
409,10440013202600409,202600409,2026-02-23,13,13,1,1,1,1,1,5,2026-02-23 01:56:50,2026-02-23 03:56:50,2026-02-23 04:56:50,16.027554447509925,79.95436472990973,Incident reported at Belagavi hotspot.
410,10440010202600410,202600410,2026-03-31,10,10,1,1,1,1,1,4,2026-03-31 10:30:42,2026-03-31 12:30:42,2026-03-31 13:30:42,15.02447051515652,79.0205227881025,Incident reported at Hubballi-Dharwad hotspot.
411,10440028202600411,202600411,2025-11-17,28,28,1,1,1,1,1,10,2025-11-17 08:29:12,2025-11-17 10:29:12,2025-11-17 11:29:12,21.031140890256488,84.9886078752491,Incident reported at Vijayapura hotspot.
412,10440001202600412,202600412,2025-07-29,1,1,1,2,2,2,1,1,2025-07-29 23:41:20,2025-07-30 01:41:20,2025-07-30 02:41:20,12.987968882948454,77.62667475517095,Incident reported at Bengaluru Urban hotspot.
413,10440022202600413,202600413,2026-06-22,22,22,1,1,1,1,1,8,2026-06-22 23:47:22,2026-06-23 01:47:22,2026-06-23 02:47:22,19.048081813865977,82.99953286496164,Incident reported at Shivamogga hotspot.
414,10440013202600414,202600414,2026-05-15,13,13,1,2,2,2,1,5,2026-05-15 11:17:42,2026-05-15 13:17:42,2026-05-15 14:17:42,15.953701961134557,80.0002291150133,Incident reported at Belagavi hotspot.
415,10440004202600415,202600415,2025-12-25,4,4,1,1,1,1,1,2,2025-12-25 18:42:27,2025-12-25 20:42:27,2025-12-25 21:42:27,13.009018042930956,77.03697003133622,Incident reported at Mysuru hotspot.
416,10440028202600416,202600416,2026-02-20,28,28,1,2,2,2,1,10,2026-02-20 09:01:26,2026-02-20 11:01:26,2026-02-20 12:01:26,21.03741903740543,84.99403062097707,Incident reported at Vijayapura hotspot.
417,10440013202600417,202600417,2025-09-17,13,13,1,1,1,1,1,5,2025-09-17 14:15:10,2025-09-17 16:15:10,2025-09-17 17:15:10,16.002595108680755,79.99569280744743,Incident reported at Belagavi hotspot.
418,10440010202600418,202600418,2025-09-13,10,10,1,2,2,2,1,4,2025-09-13 01:36:59,2025-09-13 03:36:59,2025-09-13 04:36:59,15.022244382757064,78.99099786197463,Incident reported at Hubballi-Dharwad hotspot.
419,10440016202600419,202600419,2026-02-21,16,16,1,2,2,2,1,6,2026-02-21 15:37:27,2026-02-21 17:37:27,2026-02-21 18:37:27,17.015478132642773,80.96543612187716,Incident reported at Kalaburagi hotspot.
420,10440001202600420,202600420,2026-03-15,1,1,1,1,1,1,1,1,2026-03-15 17:13:20,2026-03-15 19:13:20,2026-03-15 20:13:20,12.968549060098473,77.64152036305742,Incident reported at Bengaluru Urban hotspot.
421,10440016202600421,202600421,2025-10-04,16,16,1,1,1,1,1,6,2025-10-04 05:49:16,2025-10-04 07:49:16,2025-10-04 08:49:16,16.983856123405143,81.01927045985869,Incident reported at Kalaburagi hotspot.
422,10440022202600422,202600422,2026-04-21,22,22,1,1,1,1,1,8,2026-04-21 22:28:28,2026-04-22 00:28:28,2026-04-22 01:28:28,19.014983665257926,83.03517652923507,Incident reported at Shivamogga hotspot.
423,10440010202600423,202600423,2026-06-27,10,10,1,1,1,1,1,4,2026-06-27 01:13:25,2026-06-27 03:13:25,2026-06-27 04:13:25,15.035234133656589,79.03593421841683,Incident reported at Hubballi-Dharwad hotspot.
424,10440025202600424,202600424,2025-11-06,25,25,1,2,2,2,1,9,2025-11-06 16:08:29,2025-11-06 18:08:29,2025-11-06 19:08:29,19.988000939752265,83.98166611539334,Incident reported at Tumakuru hotspot.
425,10440010202600425,202600425,2026-06-10,10,10,1,1,1,1,1,4,2026-06-10 21:24:24,2026-06-10 23:24:24,2026-06-11 00:24:24,15.021871742522299,79.02594018093343,Incident reported at Hubballi-Dharwad hotspot.
426,10440001202600426,202600426,2026-02-12,1,1,1,1,1,1,1,1,2026-02-12 04:30:58,2026-02-12 06:30:58,2026-02-12 07:30:58,13.008838301739853,77.54818990998376,Incident reported at Bengaluru Urban hotspot.
427,10440007202600427,202600427,2025-08-17,7,7,1,2,2,2,1,3,2025-08-17 01:17:13,2025-08-17 03:17:13,2025-08-17 04:17:13,13.956842074718155,78.01311610168547,Incident reported at Mangaluru hotspot.
428,10440013202600428,202600428,2026-04-26,13,13,1,1,1,1,1,5,2026-04-26 15:38:21,2026-04-26 17:38:21,2026-04-26 18:38:21,16.04209290987803,80.04974259229562,Incident reported at Belagavi hotspot.
429,10440004202600429,202600429,2026-04-06,4,4,1,2,2,2,1,2,2026-04-06 20:13:24,2026-04-06 22:13:24,2026-04-06 23:13:24,13.024676636673792,76.99339714719231,Incident reported at Mysuru hotspot.
430,10440010202600430,202600430,2025-12-24,10,10,1,1,1,1,1,4,2025-12-24 14:04:49,2025-12-24 16:04:49,2025-12-24 17:04:49,14.95984431263832,79.01337478287807,Incident reported at Hubballi-Dharwad hotspot.
431,10440025202600431,202600431,2026-03-06,25,25,1,2,2,2,1,9,2026-03-06 06:45:03,2026-03-06 08:45:03,2026-03-06 09:45:03,20.037257923260707,83.99436785516617,Incident reported at Tumakuru hotspot.
432,10440010202600432,202600432,2025-10-26,10,10,1,2,2,2,1,4,2025-10-26 13:23:04,2025-10-26 15:23:04,2025-10-26 16:23:04,15.019400116279323,79.04034240620504,Incident reported at Hubballi-Dharwad hotspot.
433,10440019202600433,202600433,2025-07-03,19,19,1,1,1,1,1,7,2025-07-03 07:32:38,2025-07-03 09:32:38,2025-07-03 10:32:38,17.95459909686772,82.02961434651623,Incident reported at Ballari hotspot.
434,10440010202600434,202600434,2026-02-11,10,10,1,2,2,2,1,4,2026-02-11 08:08:04,2026-02-11 10:08:04,2026-02-11 11:08:04,14.97933677759652,78.98748410897753,Incident reported at Hubballi-Dharwad hotspot.
435,10440010202600435,202600435,2025-08-04,10,10,1,2,2,2,1,4,2025-08-04 14:13:15,2025-08-04 16:13:15,2025-08-04 17:13:15,14.96455697956994,79.00311663181488,Incident reported at Hubballi-Dharwad hotspot.
436,10440013202600436,202600436,2026-05-18,13,13,1,2,2,2,1,5,2026-05-18 17:04:47,2026-05-18 19:04:47,2026-05-18 20:04:47,16.006592806191595,80.02925194738809,Incident reported at Belagavi hotspot.
437,10440007202600437,202600437,2026-04-08,7,7,1,1,1,1,1,3,2026-04-08 10:02:35,2026-04-08 12:02:35,2026-04-08 13:02:35,13.966998364906809,77.957896835066,Incident reported at Mangaluru hotspot.
438,10440007202600438,202600438,2026-03-19,7,7,1,1,1,1,1,3,2026-03-19 02:02:25,2026-03-19 04:02:25,2026-03-19 05:02:25,14.037083959864486,78.01197103685374,Incident reported at Mangaluru hotspot.
439,10440007202600439,202600439,2025-07-11,7,7,1,2,2,2,1,3,2025-07-11 23:57:38,2025-07-12 01:57:38,2025-07-12 02:57:38,13.974082979185631,78.04128290160236,Incident reported at Mangaluru hotspot.
440,10440013202600440,202600440,2026-06-07,13,13,1,1,1,1,1,5,2026-06-07 06:17:06,2026-06-07 08:17:06,2026-06-07 09:17:06,15.96431177201285,79.9961149913355,Incident reported at Belagavi hotspot.
441,10440007202600441,202600441,2025-11-22,7,7,1,1,1,1,1,3,2025-11-22 08:14:43,2025-11-22 10:14:43,2025-11-22 11:14:43,13.975397733941355,77.97553267081591,Incident reported at Mangaluru hotspot.
442,10440004202600442,202600442,2025-08-12,4,4,1,1,1,1,1,2,2025-08-12 04:16:37,2025-08-12 06:16:37,2025-08-12 07:16:37,12.950939743145486,77.03046330769752,Incident reported at Mysuru hotspot.
443,10440004202600443,202600443,2025-09-27,4,4,1,2,2,2,1,2,2025-09-27 13:29:20,2025-09-27 15:29:20,2025-09-27 16:29:20,13.040120942359888,77.01776108856991,Incident reported at Mysuru hotspot.
444,10440004202600444,202600444,2026-04-19,4,4,1,2,2,2,1,2,2026-04-19 13:33:07,2026-04-19 15:33:07,2026-04-19 16:33:07,12.965797562207179,76.99417297836038,Incident reported at Mysuru hotspot.
445,10440004202600445,202600445,2025-08-23,4,4,1,2,2,2,1,2,2025-08-23 20:17:00,2025-08-23 22:17:00,2025-08-23 23:17:00,12.984556562444308,77.00875717051264,Incident reported at Mysuru hotspot.
446,10440025202600446,202600446,2025-11-01,25,25,1,2,2,2,1,9,2025-11-01 23:03:46,2025-11-02 01:03:46,2025-11-02 02:03:46,20.013893870236,83.99243089384609,Incident reported at Tumakuru hotspot.
447,10440004202600447,202600447,2026-02-24,4,4,1,1,1,1,1,2,2026-02-24 12:17:54,2026-02-24 14:17:54,2026-02-24 15:17:54,12.97500982244077,77.03453039251426,Incident reported at Mysuru hotspot.
448,10440001202600448,202600448,2026-01-16,1,1,1,1,1,1,1,1,2026-01-16 06:31:41,2026-01-16 08:31:41,2026-01-16 09:31:41,12.94152169991089,77.58306932489674,Incident reported at Bengaluru Urban hotspot.
449,10440001202600449,202600449,2026-05-25,1,1,1,1,1,1,1,1,2026-05-25 18:11:56,2026-05-25 20:11:56,2026-05-25 21:11:56,12.969920806105922,77.56832057019275,Incident reported at Bengaluru Urban hotspot.
450,10440001202600450,202600450,2025-12-10,1,1,1,1,1,1,1,1,2025-12-10 23:08:40,2025-12-11 01:08:40,2025-12-11 02:08:40,12.978792269235074,77.60208119301787,Incident reported at Bengaluru Urban hotspot.
451,10440028202600451,202600451,2026-02-27,28,28,1,1,1,1,1,10,2026-02-27 14:13:53,2026-02-27 16:13:53,2026-02-27 17:13:53,21.04926920436269,84.97952307538833,Incident reported at Vijayapura hotspot.
452,10440025202600452,202600452,2025-10-05,25,25,1,2,2,2,1,9,2025-10-05 01:31:07,2025-10-05 03:31:07,2025-10-05 04:31:07,20.047794448457687,84.01582298159286,Incident reported at Tumakuru hotspot.
453,10440028202600453,202600453,2025-12-03,28,28,1,2,2,2,1,10,2025-12-03 11:20:30,2025-12-03 13:20:30,2025-12-03 14:20:30,20.977448038017823,85.00659290169557,Incident reported at Vijayapura hotspot.
454,10440001202600454,202600454,2026-04-07,1,1,1,2,2,2,1,1,2026-04-07 17:04:29,2026-04-07 19:04:29,2026-04-07 20:04:29,12.990179949273402,77.61906688411653,Incident reported at Bengaluru Urban hotspot.
455,10440004202600455,202600455,2025-08-11,4,4,1,2,2,2,1,2,2025-08-11 16:38:08,2025-08-11 18:38:08,2025-08-11 19:38:08,12.9549044250776,77.01064064930765,Incident reported at Mysuru hotspot.
456,10440016202600456,202600456,2025-10-08,16,16,1,2,2,2,1,6,2025-10-08 03:20:16,2025-10-08 05:20:16,2025-10-08 06:20:16,16.99967272865239,81.04041552908937,Incident reported at Kalaburagi hotspot.
457,10440028202600457,202600457,2025-10-06,28,28,1,1,1,1,1,10,2025-10-06 16:01:38,2025-10-06 18:01:38,2025-10-06 19:01:38,20.978619415145918,85.02988601195077,Incident reported at Vijayapura hotspot.
458,10440010202600458,202600458,2025-09-05,10,10,1,2,2,2,1,4,2025-09-05 01:33:35,2025-09-05 03:33:35,2025-09-05 04:33:35,15.010706499816427,78.98523209558353,Incident reported at Hubballi-Dharwad hotspot.
459,10440004202600459,202600459,2025-07-14,4,4,1,2,2,2,1,2,2025-07-14 00:50:32,2025-07-14 02:50:32,2025-07-14 03:50:32,13.01366178780059,77.01208911631304,Incident reported at Mysuru hotspot.
460,10440004202600460,202600460,2025-09-03,4,4,1,2,2,2,1,2,2025-09-03 10:34:45,2025-09-03 12:34:45,2025-09-03 13:34:45,13.017776445862335,77.02209283766707,Incident reported at Mysuru hotspot.
461,10440004202600461,202600461,2025-08-20,4,4,1,1,1,1,1,2,2025-08-20 02:19:09,2025-08-20 04:19:09,2025-08-20 05:19:09,13.015918154031676,77.03383371169625,Incident reported at Mysuru hotspot.
462,10440001202600462,202600462,2025-11-26,1,1,1,2,2,2,1,1,2025-11-26 03:01:25,2025-11-26 05:01:25,2025-11-26 06:01:25,12.98442481036869,77.63494037040729,Incident reported at Bengaluru Urban hotspot.
463,10440004202600463,202600463,2025-09-09,4,4,1,1,1,1,1,2,2025-09-09 00:17:15,2025-09-09 02:17:15,2025-09-09 03:17:15,13.014634060889053,76.98089328839527,Incident reported at Mysuru hotspot.
464,10440016202600464,202600464,2025-10-03,16,16,1,2,2,2,1,6,2025-10-03 11:45:24,2025-10-03 13:45:24,2025-10-03 14:45:24,16.994082319016282,81.00795738053684,Incident reported at Kalaburagi hotspot.
465,10440004202600465,202600465,2025-07-19,4,4,1,1,1,1,1,2,2025-07-19 01:53:12,2025-07-19 03:53:12,2025-07-19 04:53:12,13.023235976793924,76.95901333757462,Incident reported at Mysuru hotspot.
466,10440010202600466,202600466,2025-07-24,10,10,1,1,1,1,1,4,2025-07-24 07:53:24,2025-07-24 09:53:24,2025-07-24 10:53:24,14.979511045162916,79.02474808649384,Incident reported at Hubballi-Dharwad hotspot.
467,10440010202600467,202600467,2026-05-14,10,10,1,1,1,1,1,4,2026-05-14 01:03:38,2026-05-14 03:03:38,2026-05-14 04:03:38,14.96756400704443,78.96321597977467,Incident reported at Hubballi-Dharwad hotspot.
468,10440013202600468,202600468,2025-08-30,13,13,1,2,2,2,1,5,2025-08-30 11:06:39,2025-08-30 13:06:39,2025-08-30 14:06:39,16.003940775898442,80.04714895812113,Incident reported at Belagavi hotspot.
469,10440004202600469,202600469,2026-05-27,4,4,1,2,2,2,1,2,2026-05-27 21:39:10,2026-05-27 23:39:10,2026-05-28 00:39:10,13.003085237370279,77.04134869744817,Incident reported at Mysuru hotspot.
470,10440010202600470,202600470,2025-08-12,10,10,1,2,2,2,1,4,2025-08-12 11:35:27,2025-08-12 13:35:27,2025-08-12 14:35:27,15.03304726195674,78.97569700845632,Incident reported at Hubballi-Dharwad hotspot.
471,10440028202600471,202600471,2025-07-26,28,28,1,1,1,1,1,10,2025-07-26 23:54:52,2025-07-27 01:54:52,2025-07-27 02:54:52,21.03246898125424,84.99818478298738,Incident reported at Vijayapura hotspot.
472,10440016202600472,202600472,2026-06-26,16,16,1,2,2,2,1,6,2026-06-26 06:10:21,2026-06-26 08:10:21,2026-06-26 09:10:21,17.030648849379375,81.0246559350717,Incident reported at Kalaburagi hotspot.
473,10440004202600473,202600473,2025-09-21,4,4,1,1,1,1,1,2,2025-09-21 14:36:55,2025-09-21 16:36:55,2025-09-21 17:36:55,12.983871525380188,76.96151697074498,Incident reported at Mysuru hotspot.
474,10440001202600474,202600474,2025-08-19,1,1,1,1,1,1,1,1,2025-08-19 22:12:31,2025-08-20 00:12:31,2025-08-20 01:12:31,13.017889329286888,77.55867570150059,Incident reported at Bengaluru Urban hotspot.
475,10440013202600475,202600475,2026-01-17,13,13,1,2,2,2,1,5,2026-01-17 04:03:30,2026-01-17 06:03:30,2026-01-17 07:03:30,16.046650020946274,80.03601405968988,Incident reported at Belagavi hotspot.
476,10440013202600476,202600476,2026-06-04,13,13,1,1,1,1,1,5,2026-06-04 06:54:14,2026-06-04 08:54:14,2026-06-04 09:54:14,16.022421671207553,80.04799422427818,Incident reported at Belagavi hotspot.
477,10440004202600477,202600477,2026-05-01,4,4,1,1,1,1,1,2,2026-05-01 01:50:46,2026-05-01 03:50:46,2026-05-01 04:50:46,13.046726974730003,77.03045876440206,Incident reported at Mysuru hotspot.
478,10440025202600478,202600478,2025-07-20,25,25,1,2,2,2,1,9,2025-07-20 03:17:56,2025-07-20 05:17:56,2025-07-20 06:17:56,19.986577504940556,84.02906819685889,Incident reported at Tumakuru hotspot.
479,10440028202600479,202600479,2025-08-03,28,28,1,2,2,2,1,10,2025-08-03 04:00:55,2025-08-03 06:00:55,2025-08-03 07:00:55,20.95139186551009,85.0036572308269,Incident reported at Vijayapura hotspot.
480,10440028202600480,202600480,2025-12-26,28,28,1,1,1,1,1,10,2025-12-26 02:07:55,2025-12-26 04:07:55,2025-12-26 05:07:55,20.99547860277339,85.01728283818737,Incident reported at Vijayapura hotspot.
481,10440028202600481,202600481,2025-12-08,28,28,1,2,2,2,1,10,2025-12-08 18:17:14,2025-12-08 20:17:14,2025-12-08 21:17:14,21.0172340797351,85.00845600916522,Incident reported at Vijayapura hotspot.
482,10440007202600482,202600482,2025-07-31,7,7,1,1,1,1,1,3,2025-07-31 19:29:19,2025-07-31 21:29:19,2025-07-31 22:29:19,14.032241730122678,78.04402918917796,Incident reported at Mangaluru hotspot.
483,10440016202600483,202600483,2026-03-31,16,16,1,2,2,2,1,6,2026-03-31 08:57:48,2026-03-31 10:57:48,2026-03-31 11:57:48,16.960834610219923,80.97338219022116,Incident reported at Kalaburagi hotspot.
484,10440001202600484,202600484,2026-02-22,1,1,1,1,1,1,1,1,2026-02-22 12:48:56,2026-02-22 14:48:56,2026-02-22 15:48:56,12.92410246496465,77.63302348452149,Incident reported at Bengaluru Urban hotspot.
485,10440001202600485,202600485,2026-06-12,1,1,1,1,1,1,1,1,2026-06-12 14:00:23,2026-06-12 16:00:23,2026-06-12 17:00:23,12.977740738224988,77.63612559087431,Incident reported at Bengaluru Urban hotspot.
486,10440019202600486,202600486,2026-04-05,19,19,1,2,2,2,1,7,2026-04-05 18:57:57,2026-04-05 20:57:57,2026-04-05 21:57:57,17.9721367200074,81.95632170411602,Incident reported at Ballari hotspot.
487,10440001202600487,202600487,2025-11-16,1,1,1,1,1,1,1,1,2025-11-16 10:17:59,2025-11-16 12:17:59,2025-11-16 13:17:59,13.003985535139046,77.63553876384279,Incident reported at Bengaluru Urban hotspot.
488,10440001202600488,202600488,2025-07-14,1,1,1,1,1,1,1,1,2025-07-14 19:12:55,2025-07-14 21:12:55,2025-07-14 22:12:55,12.951819017452925,77.58542958557955,Incident reported at Bengaluru Urban hotspot.
489,10440016202600489,202600489,2025-11-02,16,16,1,2,2,2,1,6,2025-11-02 13:20:16,2025-11-02 15:20:16,2025-11-02 16:20:16,16.963977701250723,81.04462615328819,Incident reported at Kalaburagi hotspot.
490,10440028202600490,202600490,2025-12-28,28,28,1,1,1,1,1,10,2025-12-28 07:23:14,2025-12-28 09:23:14,2025-12-28 10:23:14,20.9804364584356,84.99926246189781,Incident reported at Vijayapura hotspot.
491,10440025202600491,202600491,2025-10-12,25,25,1,1,1,1,1,9,2025-10-12 01:27:49,2025-10-12 03:27:49,2025-10-12 04:27:49,19.95971919986218,84.03872593085285,Incident reported at Tumakuru hotspot.
492,10440016202600492,202600492,2025-10-08,16,16,1,2,2,2,1,6,2025-10-08 21:44:04,2025-10-08 23:44:04,2025-10-09 00:44:04,16.963566404870633,80.9953643756889,Incident reported at Kalaburagi hotspot.
493,10440007202600493,202600493,2025-12-28,7,7,1,2,2,2,1,3,2025-12-28 15:32:15,2025-12-28 17:32:15,2025-12-28 18:32:15,14.017048621885017,78.02431401215232,Incident reported at Mangaluru hotspot.
494,10440025202600494,202600494,2025-09-30,25,25,1,1,1,1,1,9,2025-09-30 06:38:51,2025-09-30 08:38:51,2025-09-30 09:38:51,20.044597408577943,83.99191267534147,Incident reported at Tumakuru hotspot.
495,10440004202600495,202600495,2025-12-06,4,4,1,1,1,1,1,2,2025-12-06 16:46:11,2025-12-06 18:46:11,2025-12-06 19:46:11,13.024226901476531,76.96545229024099,Incident reported at Mysuru hotspot.
496,10440007202600496,202600496,2025-12-30,7,7,1,1,1,1,1,3,2025-12-30 11:11:40,2025-12-30 13:11:40,2025-12-30 14:11:40,13.991488452743681,77.95990216347106,Incident reported at Mangaluru hotspot.
497,10440004202600497,202600497,2025-09-08,4,4,1,1,1,1,1,2,2025-09-08 16:06:51,2025-09-08 18:06:51,2025-09-08 19:06:51,12.99893470377896,76.99081158856977,Incident reported at Mysuru hotspot.
498,10440007202600498,202600498,2026-06-09,7,7,1,2,2,2,1,3,2026-06-09 22:25:12,2026-06-10 00:25:12,2026-06-10 01:25:12,14.045152152538106,77.9532716286855,Incident reported at Mangaluru hotspot.
499,10440010202600499,202600499,2025-08-27,10,10,1,2,2,2,1,4,2025-08-27 01:38:35,2025-08-27 03:38:35,2025-08-27 04:38:35,14.987052995873444,78.99433830860607,Incident reported at Hubballi-Dharwad hotspot.
500,10440004202600500,202600500,2025-08-30,4,4,1,1,1,1,1,2,2025-08-30 13:48:59,2025-08-30 15:48:59,2025-08-30 16:48:59,13.045055516985142,77.0355450193306,Incident reported at Mysuru hotspot.
